MARRI PALEM.,31
MURSHIDABAD,31
NABA RAYNAGA,31
PLASSEY,31
RANA PRATAP,31
SACHIWALAYA,31
SATBERIAHALT,31
SAWANTWADI R,31
SIMALUGURI J,31
SRIDHAM,31
TOHANA,31
VASAD JN.,31
AKBARNAGAR,30
AMBUR,30
AMRAVATI,30
ARIYALUR,30
AZIMGANJ  CI,30
BANKA GHAT,30
BARACHAK JN.,30
BHATKAL,30
BUDGAM,30
BURHWAL JN.,30
BYNDOOR,30
CHANDRAKONA,30
CHIKBANAVAR,30
DHOLI,30
HATHRAS CITY,30
HATHRAS JN.,30
IZZATNAGAR J,30
KALKA,30
KANCHIPURAM,30
KARANJALI,30
KASHINAGAR-H,30
KATOL,30
KESAMUDRAM,30
KULITTURAI,30
KULPI-FLAG,30
KUMAR DUBI,30
KUMEDPUR,30
KWAKDWIP,30
LANKA,30
LOHARU JN,30
MEHSI,30
MOTIPUR,30
MUKERIAN,30
MUNGAOLI,30
MUSAFIRKHANA,30
NANDYAL,30
NISCHINDAPUR,30
PHAPHUND,30
RUPSA JN.,30
SAI NAGAR SH,30
SAMBA,30
SHANKARPALLI,30
SIHOR JN(GUJ,30
SINI JN,30
SISWA BAZAR,30
SIURI,30
SORO,30
TEGHRA,30
TORI,30
TRIPUNITTURA,30
UDAIRAMPUR,30
UNJHA,30
VAITARNA,30
ALAM NAGAR,29
BHAGWANGOLA,29
BHILAD,29
CHARLAPALLI,29
EDEN GARDENS,29
HOSUR,29
KARELI,29
NAUPADA JN.,29
ONDAGRARM,29
PAPANASAM,29
PRINCEP GHAT,29
PURNEA JN.,29
RAIKA BAGH P,29
THIRUVARUR J,29
TIRUMALPUR,29
TIRUPPADIRIP,29
UCHANA,29
ABOHAR,28
ADITYAPUR,28
AJGAIN,28
AMALSAD,28
AMAUSI,28
ANAPARTI,28
AONLA,28
BABINA,28
BANASTHALI N,28
BELHA,28
BHONGIR,28
BISNUPRIYA H,28
BURHAR,28
CUDDALORE PO,28
DHRANGADHRA,28
DULLAHAPUR,28
DWARAPUDI,28
GANGA KHER,28
GANGSAR JAIT,28
GARHMUKTESAR,28
HANUMANGARH,28
HARAUNI,28
HOTGI JN.,28
JAITIPUR,28
KALI PAHARI,28
KARAUTA,28
KHARSIA,28
KHURAI,28
KUDACHI,28
KUDRA,28
KUMHARI,28
KUMTA,28
KUSUMBHI,28
LALBAGH COUR,28
LATEHER,28
MADDUR,28
MAKHDUMPUR G,28
MALERKOTLA,28
MALKHEDI,28
MALLESWARAM,28
MANAK NAGAR,28
MANKATHA,28
MAROLI,28
MOR,28
NAMKHANA,28
NAYUDUPETA,28
NIMTITA,28
PALEJ,28
PARAVUR,28
PIPARSAND,28
PIRAVAM ROAD,28
PUNTAMBA,28
RAIRAKHOL,28
RANGAPARA NO,28
SALBONI,28
SALEMPUR JN.,28
SANDILA,28
SARNATH,28
SERAM,28
SIDHAPUR,28
SONIK,28
TANUR,28
VALLIYUR,28
VIKRAMGARH A,28
AJNI,27
ANDHERI,27
BABATPUR,27
BAGH BAZAR,27
BARRA BAZAR,27
BIYAVRA RAJG,27
CHHATNA,27
COSSIMBAZAR,27
DEBAGRAM,27
ISMAILA HARY,27
JAMIKUNTA,27
JETALSAR JN,27
JUNAGADH JN,27
KHATAULI,27
KHED,27
KHIDIRPUR,27
MANDAWALI CH,27
MANGOLPURI,27
PORBANDAR,27
PUNPUN,27
RANI,27
REJINAGAR,27
REMOUNT ROAD,27
SANJAN,27
SHAMLI,27
SILCHAR,27
SOVABAZAR-AH,27
SRIRANGAM,27
TALLA,27
TYAKAL,27
UMBERGAON RO,27
ALNAVAR JN.,26
ASAUDAH,26
ATTILI,26
BABHNAN,26
BAGALKOT,26
BAHADURPUR,26
BANAHI,26
BANSIPUR,26
BARHNI,26
BELTHARA ROA,26
BIJAINAGAR,26
BIRSINGHPUR,26
BRAJARAJNAGA,26
CHOWRIGACHA,26
DARYABAD,26
FAZILKA JN.,26
GANGATIKURI,26
GHEVRA,26
GHOGHA,26
GOSHAINGANJ,26
HARINAGAR,26
HASSAN JN.,26
HOSPET JN.,26
JAIRAMNAGAR,26
JAIS,26
JALPAIGURI R,26
KARAGOLA ROA,26
KARAIKKUDI,26
KARNA SUBARN,26
KEDGAON,26
KHARAWAR,26
KHUDIRAM BOS,26
KOTSHILA,26
KULHARIA,26
KULTI,26
LAKHMINIA,26
LASAL GAON,26
LOHIAN KHAS,26
MAIRWA,26
MALOUT,26
MARKAPUR ROA,26
MERTALA PHAL,26
MIRZAPALI,26
MULTAI,26
MUNDKA HALT,26
NADAUL,26
NADWAN,26
NANDURA,26
NARASAPUR,26
NARASARAOPET,26
NAUGARH,26
NEORA,26
NEYYATTINKAR,26
PALAKOLLU,26
PIPRAICH,26
POKHRAYAN,26
PUNKUNNAM,26
PUTUR,26
RAFIGANJ,26
RAMESWARAM,26
ROHAD NAGAR,26
SADISOPUR,26
SAKTI,26
SIMULTALA,26
SUNAM,26
SWADINPUR,26
TEHTA,26
TENYA,26
TETULMARI,26
TIRUVERUMBUR,26
TRIVANDRAM P,26
UMRI,26
USALAPUR,26
VELLORE CANT,26
VERKA JN.,26
YUSUFPUR,26
ADARSH NAGAR,25
AMGAON,25
ARAMBAG,25
BARARA,25
BARAUT,25
BHABTA,25
BHATPAR RANI,25
BIJWASAN,25
DELHI-SAFDAR,25
DHANAURI,25
DHARMAPURI,25
DHUBULIA,25
EKMA,25
GAMHARIA,25
HOODI,25
JAKHANIAN,25
JALALGANJ,25
JHANTIPAHARI,25
KADIPUR,25
KANDRA,25
KRISHNAPUR,25
MAYAPUR,25
MUHAMMADABAD,25
MURAGACHHA,25
NAGAPPATTINA,25
PAGLA CHANDI,25
PANDAVAPURA,25
PATHARIA,25
PATIPUKUR,25
PEPPEGANJ,25
RAJAWARI,25
RAJGRAM,25
SABARMATI,25
SARGACHNI,25
SARONA,25
SHAJAPUR,25
THANA BHAWAN,25
THANA BIHPUR,25
THURAVUR,25
UDVADA,25
AHERA,24
AIT JN,24
AKANAPET,24
AKKAMPET,24
ALAKKUDI,24
ALER,24
AMLAI,24
ANNIGERI,24
BADLI,24
BAGALIA,24
BAGHPAT ROAD,24
BAJVA,24
BANDA JN,24
BARANG JN.,24
BARAUNI FLAG,24
BARNALA,24
BASAI DHANKO,24
BASTA,24
BATALA JN.,24
BHADAURA,24
BHAVNAGAR PA,24
BHOJIPURA JN,24
BISHANPUR HA,24
BOINDA,24
CHHARRA,24
CHINNAGANJAM,24
CHIPURUPALLE,24
COLONELGANJ,24
DADRI,24
DARJEELING,24
DASHARATHPUR,24
DEROL,24
EKCHARI,24
EKLAKHI,24
ERANIEL,24
FAKHARPUR HA,24
FARIDKOT,24
GALSI,24
GARH-DHRUBBE,24
GAURIBIDANUR,24
GIDDARBAHA,24
GOTRA,24
HARCHANDPUR,24
HATKANANGALE,24
INDI ROAD,24
JARWAL ROAD,24
JHAMATPUR BA,24
KANNAPURAM,24
KANNIYAKUMAR,24
KHALARI,24
KHEKRA,24
KOELWAR,24
KOPARIA,24
KUCHAMAN CIT,24
KUSTAUR,24
MACHILIPATNA,24
MAHOBA,24
MAILANI JN.,24
MALIHATI TAL,24
MAULA ALI,24
MAURIGRAM,24
MIRZA-CHEUKI,24
MOHUDA,24
NALBARI,24
NANGAL DAM,24
NEW MAL JN.,24
NOLI,24
PANKI,24
PARAJ,24
PARAMAKKUDI,24
PATRATU,24
PITHAPURAM,24
POTHAHI,24
PUDUKKOTTAI,24
RAIWALA JN.,24
RAJA-KA-SAHA,24
RAJBANDH,24
RAJGARH,24
RAKHA MINES,24
RAMANATHAPUR,24
RENGALI,24
SABOUR,24
SAHIBPUR KAM,24
SARASWATI NA,24
SARDIHA,24
SHAHABAD MUH,24
SHAHPUR PATO,24
SINGAPUR ROA,24
SOLAGAMPATTI,24
SRI SATYA SA,24
SRINAGAR,24
SUNEHRA,24
THAN,24
TIRORA,24
UNCHAHAR JN.,24
BARSOLA,23
BIBINAGAR,23
BONDAMUNDA J,23
CAMPIERGANJ,23
CHERVATTUR,23
COIMBATORE N,23
FATEHGARH,23
GADADHARPUR,23
GONDAL,23
KHALLIKOT,23
KOPPAL,23
MADHUKUNDA,23
MANDI BAMORA,23
MANIRAM,23
MURADI,23
NAINI JN.,23
NAMKOM,23
NIMBAHERA,23
NIRAKARPUR,23
PACHORA JN.,23
PARDI,23
PATIALA,23
PENDURTI,23
PRADHAN KHUN,23
RAMNAGAR,23
RANOLI,23
RATHDHANA,23
SAMDARI,23
SHAHABAD MAR,23
SHANKARGARH,23
SHOHRATGARH,23
SINGRAULI,23
SONADANGA,23
TANDA-URMAR,23
TARAPITH ROA,23
UDGIR,23
VERAVAL,23
VIRAVASARAM,23
WANSJALIYA J,23
AJAIBPUR,22
AMBODALA,22
ANANDPUR SAH,22
ANANTNAG,22
ANJI SHAHABA,22
AWANTIPURA,22
BANIHAL,22
BASMAT,22
BEHTA HAZIPU,22
BELAKOBA,22
BEML NAGAR,22
BHAGWANPUR,22
BHALUI,22
BHALUKA ROAD,22
BHARTHANA,22
BHEDIA,22
BORAKI HALT,22
CHAKAND,22
CHAMPION,22
CHANPATIA,22
CHAUSA,22
CHILAKALPUDI,22
CHIRAYINKIL,22
COROMANDEL,22
DANKAUR,22
DELANG,22
DESARI,22
DEVAN GONTHI,22
DHAMARA GHAT,22
DHULIAN GANG,22
DODBELE,22
DONAKONDA,22
GATORA,22
GIDDALUR,22
GOVINDPURI,22
GUDLAVALLERU,22
GURARU,22
GURDASPUR,22
HOLAMBI KALA,22
JANAKPUR ROA,22
JHINJHAK,22
JUKEHI,22
JWALAPUR,22
KADAKAVUR,22
KALOL,22
KAMTAUL,22
KANDHLA,22
KAVUTARAM,22
KHODIYAR,22
KHORASON ROA,22
KONDAPURAM,22
KOTALPUKUR,22
KULEM,22
KURSELA,22
LABHA,22
LOKMANYA NAG,22
MALIPUR,22
MANOHARABAD,22
MARIKUPPAM,22
MARIPAT,22
MORAPPUR,22
MUNROTURUTTU,22
MURADNAGAR,22
NAGORE,22
NAKAHA JUNGL,22
NAWADAH,22
NAYA GHAZIAB,22
NILESHWAR,22
NORLA  ROAD,22
NPA SIVARAMP,22
NUSRATABAD K,22
OORGAUM,22
PARASSALA,22
PARSA BAZAR,22
PEDANA,22
PENU KONDA,22
QASIMPUR KHE,22
QUAZIGUND,22
RAMBHADDARPU,22
RAMPUR DUMRA,22
RAMPURA PHUL,22
RAU,22
ROOP NAGAR,22
RUPRA ROAD,22
SAHEBTALA  H,22
SAMBHU,22
SANAT NAGAR,22
SANVORDEM CU,22
SHIMOGA TOWN,22
SHIVNARAYANP,22
SHOLINGUR,22
SONGADH,22
SUJRA,22
SURATHKAL,22
Saifee Nagar,22
TALJHARI,22
TALL JN.,22
TAPA,22
THAWE JN.,22
TILHAR,22
TONDAMANPATT,22
VADLAMANNADU,22
VARTREJ,22
VASCO-DA-GAM,22
VETAPALEM,22
WADIARAM,22
ZAHIRABAD,22
AZAMNAGAR RO,21
BHAKTINAGAR,21
BHALKI,21
BIJURI,21
CHAURI CHAUR,21
CHITRAKUTDHA,21
CHOLA,21
DIGHA FS,21
DUGGIRALA,21
GHOLVAD,21
GODAVRI,21
GOTHAJ,21
HARSANA KALA,21
INDRABIL,21
JORAVARNAGAR,21
JUGAUR,21
JULANA,21
KALAIKUNDA,21
KALUPARA GHA,21
KANIJ,21
KANTHI FS,21
KAPAN  HALT,21
KESHOD,21
KHANAPUR,21
KHEMASULI PH,21
KHERA KALAN,21
LALGARH JN.,21
LEHRA GAGA,21
MALHOUR,21
NAMBURU,21
NANDESARI,21
NEKONDA,21
NENPUR,21
PANDHARPUR,21
PANOLI,21
PEDAKAKANI H,21
PHEPHNA JN.,21
PITAMBARPUR,21
RAMSAGAR,21
RATANPUR,21
RURA,21
SACHIN,21
SADAT,21
SAFEDABAD,21
SHIBLUN,21
SOHAGPUR,21
TARI GOPPULA,21
UREN,21
VATVA,21
ADUTHURAI,20
AILAM HALT,20
AKODIA,20
ALAWALPUR ID,20
AMMANABROLU,20
BAGBAHRA,20
BAGDIHI,20
BAIDYANATHDH,20
BANPAS,20
BARKA HALT,20
BETAMCHERLA,20
BHADRAVATI,20
BHILDI JN,20
BIJBIARA,20
BODARWAR,20
BOKAJAN,20
BYATRAYANHAL,20
CHARKHI DADR,20
CHATA,20
CHAU MAHLA,20
DAKANIYA TAL,20
DALBHUMGARH,20
DALGAON,20
DEVAKOTTAI R,20
DHAMPUR,20
DHARIWAL,20
DIGUVAMETTA,20
DIWANA,20
DOKRA HALT,20
GALUDIH,20
GANGAPUR ROA,20
GARPOS,20
GAURI BAZAR,20
GERATPUR,20
GETOR JAGATP,20
GHARAUNDA,20
GHASO,20
GONIANA,20
GUDIATTAM,20
GUMANI,20
HADAPSAR,20
HALDIPADA,20
HALDWANI,20
HASIMARA,20
HILLAR SHAHA,20
JAWAI BANDH,20
JEUR,20
JIBANTI,20
KAKAPORA,20
KAKARGHATTI,20
KALA PIPAL,20
KAMALPUR HAL,20
KARAIKAL,20
KARAMBELI,20
KARGI ROAD,20
KARPOORIGRAM,20
KARTARPUR,20
KATHGODAM,20
KAURIA JUNGL,20
KAZHAKUTTAM,20
KICHHA,20
KISHANPUR,20
KORBA,20
KOTMA,20
KOTMI SONAR,20
KYATSANDRA,20
LAKHERI,20
LINGARAJ TEM,20
LOHARPURWA (,20
LONI,20
MAHAWAN KHOR,20
MAHESH KHUNT,20
MANJARI BUDR,20
MANJATTIDAL,20
MANPUR JN.,20
MASKANWA,20
MASUDAN,20
MATHURA PUR,20
MIRKHAL,20
MOHIUDDINNAG,20
NAGINA,20
NANDALUR,20
NANDGAON,20
NARAYANPUR,20
NASIRABAD,20
NATHNAGAR,20
NEPA NAGAR,20
NIDAMANGALAM,20
NIGOHAN,20
NIMBAL,20
NUZVID,20
OCHIRA,20
OLD MALDA,20
PAMPORA,20
PANJGAM,20
PATAS,20
PAYANGADI,20
PERINAD,20
PIARDOBA,20
PINGLI,20
PIRTALA,20
PUDUKAD,20
RAJNAGAR,20
RAMCHAURA HA,20
RASRA,20
RAWATGANJ F,20
RAYBAG,20
REWA,20
RUPNARAYANPU,20
RUSERA GHAT,20
SADURA,20
SAKRIGALI,20
SANDAL KALAN,20
SEMAPUR,20
SHIVPURI,20
SIRSA,20
SIVAGANGA,20
SOHWAL,20
SUGAPAHARI H,20
SUWASRA,20
TANGLA,20
TARIKERE,20
TARSARAI,20
THALWARA,20
THERUBALI,20
TILAIYA,20
TIMMAPUR,20
TORANAGALLU,20
UDALGURI,20
UNAULA,20
UNCHEHARA,20
UTARSANDA,20
VEDAYAPALEM,20
VENDODU,20
VINUKONDA,20
WARORA,20
YEVAT,20
ADILABAD,19
AHMED GARH,19
ALAMANDA,19
ALMATTI,19
ARARIYA COUR,19
ASAIPUR JOBN,19
ATARRA,19
BADAMI,19
BANSHLAI BRI,19
BATASPUR,19
BERO,19
BHEDUASOL,19
BHODWAL MAJR,19
BORIDAND,19
CHAINWA,19
CHANDLODIYA,19
CHATRA,19
DAMODAR JN.,19
DANTAN,19
DELHI-AZADPU,19
DUNGRI,19
FORBESGANJ J,19
GOMTINAGAR F,19
JHAPATERDHAL,19
JOGBANI,19
KADETHAN,19
KAKINADA POR,19
KANTAKAPALLE,19
KAPASAN,19
KHALILPUR,19
KHALISPUR,19
KINWAT,19
KOPAI,19
KORU KONDA,19
LATUR,19
MANSA,19
MUAZZAMPUR N,19
MUDDANURU,19
NABIPUR,19
NAKODAR JN.,19
NANDGANJ,19
NOADAR DHAL,19
PALUR,19
PICHKURIRDHA,19
PIPALSANA,19
PUGALUR,19
RAJLU GARHI,19
RAMKANALI JN,19
SAHJANWA,19
SAYAN,19
SHOLAVANDAN,19
SIRJAM,19
TATISILWAI,19
TIRUMANGALAM,19
TULSIPUR,19
UJIARPUR,19
UPPALUR,19
USMANABAD,19
VEJANDLA,19
ADAS ROAD,18
AKSHAYWAT RA,18
AMBLIYASAN J,18
ANTU,18
ASRA HALT,18
BADLA GHAT,18
BAHERI,18
BAHRAICH,18
BAIHATOLA,18
BAIRAGNIA,18
BAKUDI,18
BAMNIA,18
BANSTOLA P.H,18
BARADWAR,18
BARAMULLA,18
BAWLI HALT,18
BELGAHNA,18
BHAROLI,18
BHIMSEN,18
BHUDPUR,18
BHULANPUR F,18
BIHAR SHARIF,18
CASTLE ROCK,18
CHAGALLU,18
CHANDIA ROAD,18
CHANDUR,18
CHAURA BH,18
CHHAPRA KACH,18
CHILBILA JN,18
CUMBUM,18
DABILPUR HAL,18
DESHNOKE,18
DHURWASIN  H,18
DIDWANA,18
DINANAGAR,18
DIVINE NAGAR,18
DOSAPADU,18
DUDHANI,18
DURGAUTI,18
ETTUMANUR,18
FALAKATA,18
GANGRAUL HAL,18
GANKAR,18
GARJAIPUR,18
GHANPUR,18
GHATKESAR,18
GIDHNI,18
GORAUL,18
GOSAI GAON H,18
GULDHAR,18
HANSI,18
HARRAD,18
HASANPUR ROA,18
HATHBANDH,18
HIRA NAGAR,18
HODAL,18
HOLENARSIPUR,18
INCHHAPURI,18
JAGRAON,18
JAITWAR,18
JAKHIM,18
JALAMB JN.,18
JANDIALA,18
JANKAMPET JN,18
JAPLA,18
JATAULA JORI,18
JAYASINGPUR,18
KALIAN CHAK,18
KALIANPUR,18
KALUMNA,18
KANAS ROAD,18
KANHAN JN.,18
KARAMNASA,18
KARISATH,18
KHADA,18
KHAJAULI,18
KHERLI,18
KHIRKIYA,18
KHODIYAR MAN,18
KHUTBAV,18
KILA RAIPUR,18
KOKPARA,18
KORAPUT JN.,18
KUMBHAWAS MU,18
KUNDA HARNAM,18
KUNDARKHI,18
KUTRALAM,18
LADNUN,18
LAR ROAD,18
MACHARYA,18
MADHRANAGAR,18
MAHIPAL ROAD,18
MAKHU,18
MALLANWALA K,18
MANDAPAM,18
MANIGRAM,18
MANOHARPUR,18
MARARIKULAM,18
MATERA,18
MATHURA CANT,18
MAUHARI,18
MAZHOM,18
MEHNAR ROAD,18
MERTA CITY,18
MOGA,18
MOHARAJPUR,18
MORAK,18
MORINDA,18
MORVI,18
MUKTAPUR,18
MUKUNDARAYAP,18
MULANTURUTTI,18
NABHA,18
NABINAGAR RO,18
NADBAI,18
NAGARUNTARI,18
NALANDA,18
NALLA PADU J,18
NANPARA JN.,18
NARSIPATNAM,18
NAWA CITY,18
NAYANDAHALLI,18
NAZIRGANJ,18
NEW BHUJ,18
NEW HALFLONG,18
PANDAUL,18
PASIVEDALA H,18
PATLI,18
PAWAPURI ROA,18
PERNEM,18
PHALODI,18
PHULPUR,18
PIPRA,18
PUNDAG,18
RAJGIR,18
RAMAVARAPPAD,18
RAMGANGA,18
RANUJ,18
RENUKUT,18
RETANG,18
RISIA,18
RUKADI,18
SAHIBZADA AJ,18
SAKALDIHA,18
SANKARPUR,18
SARAIMIR,18
SATNALI,18
SATROD,18
SENGOTTAI JN,18
SEOHARA,18
SHEIKHPURA,18
SIKANDARPUR,18
SILYARI,18
SONAILI,18
SONBARSA KAC,18
SOPORE,18
SUJANGARH,18
TAJ NAGAR,18
TARANA ROAD,18
TARAORI,18
TENKASI,18
TIRUVANNAMAL,18
TWINING GANJ,18
UTRAITIA JN,18
VADOD,18
VAIKAM ROAD,18
VALIVADE,18
VISHWAMITRI,18
WAIR,18
WALAJABAD,18
WARISALIGANJ,18
WAZERGANJ,18
YALVIGI,18
ANCHELI,17
BADNAPUR,17
BARAN,17
BATHNA KRITT,17
BHESTAN,17
BHUSANDPUR,17
CARMELARAM,17
CHANDERIYA J,17
CHILKA,17
FATEH NAGAR,17
GANJAM,17
GUJRAN-BALWA,17
HEJJALA,17
HIMAYATNAGAR,17
IDAPPALLI,17
INDUPALLI,17
JAISALMER,17
JATKANHAR,17
JHARKHANDI F,17
JOARA,17
KALYANPUR RO,17
KANDALA,17
KHANDRAWALI,17
KRISHNA,17
KUHURI,17
LUCKNOW CITY,17
MAHPUR,17
MALIYA HATIN,17
MAUR,17
METYAL SAHAR,17
MOHIUDDINPUR,17
MUKUNDWADI H,17
MUSRA,17
NAGAR NABI,17
NARAYANPUR T,17
OBRADAM,17
PARTAPUR,17
PEDDAVADLAPU,17
SALEKASA,17
SANGAM JAGAR,17
SANTALDIH,17
SATSANG NAGA,17
SILLI,17
SINDHU DURG,17
TILBHITA,17
TIMARNI,17
TSUNDURU,17
VALLIUKUNNU,17
VEDCHHA,17
VIRPUR,17
VYARA,17
AGARTALA,16
AGAS,16
AHIRAN H,16
AJAMPUR,16
AMARDA ROAD,16
AMLORI SARSA,16
AMMASANDRA,16
ANKORAH (AKO,16
ARNI ROAD,16
ASANBONI,16
ATUL,16
AUVANEESWARA,16
BADSHAHPUR,16
BALANAGAR,16
BANAPURA,16
BANAVAR,16
BANCHARI,16
BANKATA,16
BARIPADA PH,16
BARPALI,16
BAWANI KHERA,16
BAZPUR,16
BELPAHAR,16
BHATIEL,16
BHIGVAN,16
BHIMADOLU,16
BHUCHCHU,16
BHUTESHWAR,16
BIJNI,16
BIKRAMSHILA,16
BINNAGURI,16
BOGRI ROAD,16
BOMMIDI,16
BONGAIGAON,16
BUNDI,16
BYADGI,16
CANACONA,16
CHAIBASA,16
CHANDAULI MA,16
CHERIYANAD,16
CHHOTA AMBAN,16
CHHOTI KHATU,16
CHITGIDDA,16
CHUDAWA,16
DADPUR BH,16
DAHINA-ZAINA,16
DANGOAPOSI,16
DATIVLI,16
DAUDPUR,16
DAURALA,16
DEVANUR,16
DHEKIAJULI R,16
DODBALLAPUR,16
DUHAI,16
EKAMBARAKUPP,16
EZHUKONE,16
GARHI MANIKP,16
GARHWA,16
GARLA,16
GHUGHULI,16
GOILKERA,16
GOLLAPALLI,16
GORESWAR,16
GOURINATHDHA,16
GULLAGUDA,16
HAIDARNAGAR,16
HAMRE,16
HARI SHANKAR,16
HARNAUT,16
HARPALPUR,16
HATHUA,16
HONNAVAR,16
HOSHIARPUR,16
JATUSANA,16
JHARLI,16
KALAMBOLI,16
KALANAUR KAL,16
KALISINDH,16
KALITALAVADI,16
KALUBATHAN,16
KAMALAPURAM,16
KAMPUR,16
KANIMAHULI P,16
KANINA KHAS,16
KANSBAHAL,16
KANTADIH,16
KAPURTHALA,16
KARAMSAD,16
KARANPURATO,16
KARIMGANJ JN,16
KASHI CHAK,16
KHAMBHAT,16
KHATKURA PH,16
KHURDPUR,16
KILIKOLLUR,16
KIRATPUR SAH,16
KISHANGARH B,16
KODUMUDI,16
KOSLI,16
KOTTARAKKARA,16
KULITALAI,16
KUMBLA,16
KUNDARA,16
KURALI,16
KURUPPANTARA,16
LACHHMANPUR,16
LAMBHUA,16
LAXMIBAINAGA,16
LIMBGAON,16
MAHALI MARUP,16
MAJBAT,16
MAJHOWALIA,16
MAJRI JN.,16
MALIYA MIYAN,16
MALKHAID ROA,16
MANDAVALLI,16
MANDAWAR MAH,16
MANDI GOBIND,16
MANGAON,16
MANHERU,16
MARIAHU,16
MARKONA,16
MAU RANIPUR,16
MAYAKONDA,16
MEHIDPUR ROA,16
MORGRAM,16
MUGAT,16
MUGMA,16
MUHAMMADGANJ,16
MUKURIA,16
MURDESHWAR,16
MURHIPAR,16
NAGALAPALLE,16
NAGERCOIL TO,16
NALWAR,16
NAPASAR,16
NAR TOWN,16
NAUTANWA,16
NAWAPARA ROA,16
NAYAGAON,16
NELLORE SOUT,16
NEW MISAMARI,16
NEW MORINDA,16
NIDAMANURU,16
NIDVANDA,16
NILJE,16
NILOKHERI,16
NIPHAD,16
NOWROZABAD,16
NUJELLA,16
PACHRUKHI,16
PADADHARI,16
PAHARPUR,16
PANDABESWAR,16
PANDORI,16
PANIYAHAWA,16
PARK CIRCUS,16
PATHSHALA,16
PATIA HALT,16
PATTAN,16
PAYYOLI,16
PETLAD JN.,16
PUNALUR,16
PUNPUN GHAT,16
RAIL COACH F,16
RAJALDESAR,16
RAJMAHAL,16
RAMDEVRA,16
RAMGARH CANT,16
RAMGARHWA F,16
RANINAGAR JA,16
RAVALPALLI K,16
RAVER,16
RAY,16
ROSHANPUR,16
ROWTA BAGAN,16
RUNDHI,16
SAGARDIGHI,16
SAIDAPUR,16
SAIDRAJA,16
SALANPUR,16
SALAUNA,16
SALMARI,16
SANKARIDRUG,16
SATHI,16
SAYAMA,16
SEWAPURI,16
SHIMOGA,16
SHOLAKA,16
SIMARIA,16
SIRARI,16
SITAPUR CITY,16
SORBHOG,16
SRI DUNGARGA,16
SRI RAMNAGAR,16
SRIRANGAPATT,16
SUDHANI,16
SUDHRANA,16
SUJNIPARA,16
SULTANPUR LO,16
SURIAWAN,16
TALAJA PANCH,16
TALBAHAT,16
TALCHER,16
TALWANDI,16
TAMNA,16
TANGUTURU,16
TARAPUR,16
TARN TARAN,16
TELTA,16
TENNERU HALT,16
THANPAR NAGA,16
TIHU,16
TINSUKIA JN.,16
TULIN,16
UNTARI ROAD,16
URMA,16
VALLABH VIDH,16
VIDYAPATINAG,16
VIJAYPUR JAM,16
VISHNUPURAM,16
WANPARTI ROA,16
WENA,16
YAWARPURA,16
ANCHURI PH,15
ANGALAKUDURU,15
ARARIYA,15
BAITARANI RO,15
BAKAL,15
BAKHRABAD,15
BANI BIHAR,15
BARMER,15
BARSHI,15
BASAVANA BAG,15
BATHNAHA,15
BHANVAD,15
BUDHLADA,15
CHIKALTHAN,15
CHILUVUR,15
DABHAURA,15
DALAN,15
DARAZPUR,15
DAULATABAD,15
DEORI,15
DHAMDHAMIA,15
DHOBHI,15
DORAHA,15
DUKHERI,15
GANGADHARPUR,15
GANGANIA,15
GARH BANALI,15
GHUM,15
GOSALPUR,15
GURSAHAIGANJ,15
ITOLA,15
JALALGARH,15
JALALKHALI H,15
JAWAD ROAD,15
JORAWASAN,15
KADAMBUR,15
KALANOUR,15
KARANJGOAN,15
KARMAD,15
KASBA,15
KESRI,15
KETO HALLI H,15
KUNKI BH,15
KUSIARGAON,15
LADHOWAL,15
LAKSHANNATH,15
LIMDI,15
LUNKARANSAR,15
MALIHABAD,15
MANIKUI,15
MANJESHWAR,15
MANSURPUR,15
MEJA ROAD,15
MIANGRAM,15
MOTICHUR,15
MURARPUR HAL,15
MUSTAFABAD,15
NARAYANGARH,15
NAVAGADH,15
NIKURSINI,15
PABLI KHAS,15
PARMALKASA,15
PARSODA,15
PATHRAD HALT,15
PILI BANGAN,15
PILKHANI,15
PIPRIDIH,15
POTUL,15
RAMPUR MANIH,15
RANAVAV,15
RANIPATRA,15
RASMARA,15
RAUTARA,15
RAWATPUR,15
ROHANA KALAN,15
SAKHOTI TAND,15
SARDARGARH,15
SARSAWA,15
SARUPATHAR,15
SARUPSAR JN.,15
SIMRAHA,15
SINDI,15
SINGHPUR,15
SIR GURUDAS,15
SIRAJNAGAR,15
SIWAN KACHER,15
SLEEMNABAD,15
SOJAT ROAD,15
SRINIVASANAG,15
TANDWAL,15
TARUR,15
TEKA BIGHA,15
TIRUPARANKUN,15
VENKATACHALE,15
ACHARYA NARE,14
ADINA,14
ADIPUR,14
AKBAR GANJ,14
AMBATURAI,14
AMDARA,14
AMGURI,14
ANGADIPURAM,14
ANKAI,14
ANKUSPUR,14
ANVARDIKANPE,14
APPIKATLA,14
ARUMUGANERI,14
ARUNACHAL,14
BADAUN,14
BADMAL,14
BAHADUR SING,14
BAMANHERI,14
BANGROD,14
BAREILLY JN,14
BASNI,14
BASUCHAK HAL,14
BASWA,14
BELRAYAN,14
BHAGWANSAR,14
BHATTIPROLU,14
BHATTU,14
BHIRA KHERI,14
BHULI,14
BIHAIROGANJ,14
BILPUR,14
BIRPURUSOTHA,14
BODWAD,14
BOLINNA DOAB,14
BRIJMANGANJ,14
BUGGANAPALLI,14
CHAJLI,14
